Full Name,Weight,Matchup,Outcome,Method,Round,Time
Javier Vazquez,WEIGHT: 145 lbs.,"Javier Vazquez

Jens Pulver",WIN,SUB,1,3:41
Javier Vazquez,WEIGHT: 145 lbs.,"Javier Vazquez

Deividas Taurosevicius",LOSS,S-DEC,3,5:00
Javier Vazquez,WEIGHT: 145 lbs.,"Javier Vazquez

LC Davis",LOSS,S-DEC,3,5:00
Manny Vazquez,WEIGHT: 125 lbs.,,,,,
Manny Vazquez,WEIGHT: 125 lbs.,"Manny Vazquez

Joby Sanchez",LOSS,U-DEC,3,5:00
Matt Veach,WEIGHT: 155 lbs.,,,,,
Matt Veach,WEIGHT: 155 lbs.,"Matt Veach

Paul Kelly",LOSS,SUB,2,3:41
Matt Veach,WEIGHT: 155 lbs.,"Matt Veach

Frankie Edgar",LOSS,SUB ,2,2:20
Matt Veach,WEIGHT: 155 lbs.,"Matt Veach

Matt Grice",WIN,KO/TKO,1,4:34
Joe Vedepo,WEIGHT: 185 lbs.,,,,,
Joe Vedepo,WEIGHT: 185 lbs.,"Joe Vedepo

Rob Kimmons",LOSS,SUB,1,1:54
Joe Vedepo,WEIGHT: 185 lbs.,"Joe Vedepo

Alessio Sakara",LOSS,KO/TKO,1,1:27
Kelly Velasco,WEIGHT: 135 lbs.,,,,,
Kelly Velasco,WEIGHT: 135 lbs.,"Kelly Velasco

Lauren Mueller",LOSS,U-DEC,3,5:00
Cain Velasquez,WEIGHT: 240 lbs.,,,,,
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Francis Ngannou",LOSS,KO/TKO,1,0:26
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Travis Browne",WIN,KO/TKO ,1,4:57
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Fabricio Werdum",LOSS,SUB,3,2:13
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Junior Dos Santos",WIN,KO/TKO,5,3:09
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Antonio Silva",WIN,KO/TKO,1,1:21
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Junior Dos Santos",WIN,U-DEC,5,5:00
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Antonio Silva",WIN,KO/TKO,1,3:36
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Junior Dos Santos",LOSS,KO/TKO,1,1:04
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Brock Lesnar",WIN,KO/TKO ,1,4:12
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Antonio Rodrigo Nogueira",WIN,KO/TKO ,1,2:20
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Ben Rothwell",WIN,KO/TKO,2,0:58
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Cheick Kongo",WIN,U-DEC,3,5:00
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Denis Stojnic",WIN,KO/TKO ,2,2:34
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Jake O'Brien",WIN,KO/TKO,1,2:02
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Brad Morris",WIN,KO/TKO,1,2:10
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Jeremiah Constant",WIN,KO/TKO,1,4:00
Cain Velasquez,WEIGHT: 240 lbs.,"Cain Velasquez

Jesse Fujarczyk",WIN,KO/TKO,1,1:58
David Velasquez,WEIGHT: 145 lbs.,,,,,
David Velasquez,WEIGHT: 145 lbs.,"David Velasquez

Jens Pulver",LOSS,KO/TKO,2,2:41
Bojan Velickovic,WEIGHT: 170 lbs.,,,,,
Bojan Velickovic,WEIGHT: 170 lbs.,"Bojan Velickovic

Jake Matthews",LOSS,S-DEC,3,5:00
Bojan Velickovic,WEIGHT: 170 lbs.,"Bojan Velickovic

Darren Till",LOSS,U-DEC,3,5:00
Bojan Velickovic,WEIGHT: 170 lbs.,"Bojan Velickovic

Nicholas Musoke",WIN,KO/TKO ,3,4:37
Bojan Velickovic,WEIGHT: 170 lbs.,"Bojan Velickovic

Sultan Aliev",LOSS,S-DEC,3,5:00
Bojan Velickovic,WEIGHT: 170 lbs.,"Bojan Velickovic

Michael Graves",DRAW,M-DEC,3,5:00
Bojan Velickovic,WEIGHT: 170 lbs.,"Bojan Velickovic

Alessio Di Chirico",WIN,U-DEC,3,5:00
Karlos Vemola,WEIGHT: 185 lbs.,,,,,
Karlos Vemola,WEIGHT: 185 lbs.,"Karlos Vemola

Caio Magalhaes",LOSS,SUB,2,2:49
Karlos Vemola,WEIGHT: 185 lbs.,"Karlos Vemola

Francis Carmont",LOSS,SUB,2,1:39
Karlos Vemola,WEIGHT: 185 lbs.,"Karlos Vemola

Mike Massenzio",WIN,SUB,2,1:07
Karlos Vemola,WEIGHT: 185 lbs.,"Karlos Vemola

Ronny Markes",LOSS,U-DEC,3,5:00
Karlos Vemola,WEIGHT: 185 lbs.,"Karlos Vemola

Seth Petruzelli",WIN,KO/TKO ,1,3:46
Karlos Vemola,WEIGHT: 185 lbs.,"Karlos Vemola

Jon Madsen",LOSS,U-DEC,3,5:00
Luigi Vendramini,WEIGHT: 155 lbs.,,,,,
Luigi Vendramini,WEIGHT: 155 lbs.,"Luigi Vendramini

Paddy Pimblett",LOSS,KO/TKO,1,4:25
Luigi Vendramini,WEIGHT: 155 lbs.,"Luigi Vendramini

Fares Ziam",LOSS,M-DEC,3,5:00
Luigi Vendramini,WEIGHT: 155 lbs.,"Luigi Vendramini

Jessin Ayari",WIN,KO/TKO ,1,1:12
Luigi Vendramini,WEIGHT: 155 lbs.,"Luigi Vendramini

Elizeu Zaleski dos Santos",LOSS,KO/TKO,2,1:20
Jerrel Venetiaan,WEIGHT: 195 lbs.,,,,,
Jerrel Venetiaan,WEIGHT: 195 lbs.,"Jerrel Venetiaan

Hirotaka Yokoi",LOSS,SUB,2,3:29
Jerrel Venetiaan,WEIGHT: 195 lbs.,"Jerrel Venetiaan

Daijiro Matsui",WIN,S-DEC,3,5:00
Scott Ventimiglia,WEIGHT: 185 lbs.,,,,,
Scott Ventimiglia,WEIGHT: 185 lbs.,"Scott Ventimiglia

Lucas Lopes",LOSS,DQ,1,3:26
Brandon Vera,WEIGHT: 230 lbs.,,,,,
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Ben Rothwell",LOSS,KO/TKO,3,1:54
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Mauricio Rua",LOSS,KO/TKO,4,4:09
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Eliot Marshall",WIN,U-DEC,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Thiago Silva",NC,Overturned,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Jon Jones",LOSS,KO/TKO,1,3:19
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Randy Couture",LOSS,U-DEC,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Krzysztof Soszynski",WIN,U-DEC,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Michael Patt",WIN,KO/TKO,2,1:27
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Keith Jardine",LOSS,S-DEC,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Reese Andy",WIN,U-DEC,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Fabricio Werdum",LOSS,KO/TKO,1,4:40
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Tim Sylvia",LOSS,U-DEC,3,5:00
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Frank Mir",WIN,KO/TKO,1,1:09
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Assuerio Silva",WIN,SUB,1,2:39
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Justin Eilers",WIN,KO/TKO,1,1:25
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Fabiano Scherner",WIN,KO/TKO,2,3:22
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Mike Whitehead",WIN,KO/TKO,2,1:12
Brandon Vera,WEIGHT: 230 lbs.,"Brandon Vera

Andre Mussi",WIN,KO/TKO,1,0:51
Kerry Vera,WEIGHT: 135 lbs.,,,,,
Kerry Vera,WEIGHT: 135 lbs.,"Kerry Vera

Kim Couture",WIN,KO/TKO,1,3:35
Marlon Vera,WEIGHT: 135 lbs.,,,,,
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Cory Sandhagen",LOSS,S-DEC,5,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Dominick Cruz",WIN,KO/TKO ,4,2:17
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Rob Font",WIN,U-DEC ,5,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Frankie Edgar",WIN,KO/TKO ,3,3:50
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Davey Grant",WIN,U-DEC ,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Jose Aldo",LOSS,U-DEC,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Sean O'Malley",WIN,KO/TKO,1,4:40
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Song Yadong",LOSS,U-DEC ,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Andre Ewell",WIN,KO/TKO ,3,3:17
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Nohelin Hernandez",WIN,SUB,2,3:25
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Frankie Saenz",WIN,KO/TKO,1,1:25
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Guido Cannetti",WIN,SUB,2,1:31
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Wulijiburen",WIN,KO/TKO,2,4:53
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Douglas Silva de Andrade",LOSS,U-DEC,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

John Lineker",LOSS,U-DEC,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Brian Kelleher",WIN,SUB,1,2:18
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Brad Pickett",WIN,KO/TKO ,3,3:50
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Guangyou Ning",WIN,U-DEC,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Davey Grant",LOSS,U-DEC,3,5:00
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Roman Salazar",WIN,SUB ,2,2:15
Marlon Vera,WEIGHT: 135 lbs.,"Marlon Vera

Marco Beltran",LOSS,U-DEC,3,5:00
Ernie Verdicia,WEIGHT: 199 lbs.,,,,,
Ernie Verdicia,WEIGHT: 199 lbs.,"Ernie Verdicia

Oleg Taktarov",LOSS,SUB,1,2:23
Joe Veres,WEIGHT: 155 lbs.,,,,,
Joe Veres,WEIGHT: 155 lbs.,"Joe Veres

Corey Hill",LOSS,KO/TKO,2,0:37
Joe Veres,WEIGHT: 155 lbs.,"Joe Veres

Gray Maynard",LOSS,KO/TKO,1,0:09
Nikolay Veretennikov,WEIGHT: 170 lbs.,,,,,
Nikolay Veretennikov,WEIGHT: 170 lbs.,"Nikolay Veretennikov

Michael Morales",LOSS,U-DEC,3,5:00
CJ Vergara,WEIGHT: 125 lbs.,,,,,
CJ Vergara,WEIGHT: 125 lbs.,"CJ Vergara

Daniel Lacerda",WIN,KO/TKO ,2,4:04
CJ Vergara,WEIGHT: 125 lbs.,"CJ Vergara

Tatsuro Taira",LOSS,SUB,2,4:19
CJ Vergara,WEIGHT: 125 lbs.,"CJ Vergara

Kleydson Rodrigues",WIN,S-DEC,3,5:00
CJ Vergara,WEIGHT: 125 lbs.,"CJ Vergara

Ode Osbourne",LOSS,U-DEC,3,5:00
CJ Vergara,WEIGHT: 125 lbs.,"CJ Vergara

Bruno Korea",WIN,KO/TKO,1,0:41
Renato Verissimo,WEIGHT: 170 lbs.,,,,,
Renato Verissimo,WEIGHT: 170 lbs.,"Renato Verissimo

Jake Shields",LOSS,KO/TKO,1,4:00
Renato Verissimo,WEIGHT: 170 lbs.,"Renato Verissimo

Frank Trigg",LOSS,KO/TKO,2,2:11
Renato Verissimo,WEIGHT: 170 lbs.,"Renato Verissimo

Matt Hughes",LOSS,U-DEC,3,5:00
Renato Verissimo,WEIGHT: 170 lbs.,"Renato Verissimo

Carlos Newton",WIN,U-DEC,3,5:00
Bryan Vetell,WEIGHT: 265 lbs.,,,,,
Bryan Vetell,WEIGHT: 265 lbs.,"Bryan Vetell

Ben Rothwell",LOSS,KO/TKO,1,3:17
Marvin Vettori,WEIGHT: 185 lbs.,,,,,
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Jared Cannonier",NEXT,,,
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Roman Dolidze",WIN,U-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Robert Whittaker",LOSS,U-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Paulo Costa",WIN,U-DEC ,5,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Israel Adesanya",LOSS,U-DEC,5,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Kevin Holland",WIN,U-DEC,5,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Jack Hermansson",WIN,U-DEC ,5,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Karl Roberson",WIN,SUB ,1,4:17
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Andrew Sanchez",WIN,U-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Cezar Ferreira",WIN,U-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Israel Adesanya",LOSS,S-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Omari Akhmedov",DRAW,M-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Vitor Miranda",WIN,U-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Antonio Carlos Junior",LOSS,U-DEC,3,5:00
Marvin Vettori,WEIGHT: 185 lbs.,"Marvin Vettori

Alberto Uda",WIN,SUB,1,4:30
Hugo Viana,WEIGHT: 135 lbs.,,,,,
Hugo Viana,WEIGHT: 135 lbs.,"Hugo Viana

Guido Cannetti",LOSS,U-DEC,3,5:00
Hugo Viana,WEIGHT: 135 lbs.,"Hugo Viana

Aljamain Sterling",LOSS,KO/TKO,3,3:50
Hugo Viana,WEIGHT: 135 lbs.,"Hugo Viana

Ramiro Hernandez",WIN,U-DEC,3,5:00
Hugo Viana,WEIGHT: 135 lbs.,"Hugo Viana

TJ Dillashaw",LOSS,KO/TKO,1,4:22
Hugo Viana,WEIGHT: 135 lbs.,"Hugo Viana

Reuben Duran",WIN,KO/TKO,1,4:05
Hugo Viana,WEIGHT: 135 lbs.,"Hugo Viana

John Teixeira",WIN,S-DEC,3,5:00
Guilherme Viana,WEIGHT: 205 lbs.,,,,,
Polyana Viana,WEIGHT: 115 lbs.,,,,,
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Emily Ducote",NEXT,,,
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Jinh Yu Frey",WIN,KO/TKO ,1,0:47
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Tabatha Ricci",LOSS,U-DEC,3,5:00
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Mallory Martin",WIN,SUB ,1,3:18
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Emily Whitmire",WIN,SUB,1,1:53
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Veronica Hardy",LOSS,SUB,1,1:09
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Hannah Cifers",LOSS,S-DEC,3,5:00
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

JJ Aldrich",LOSS,U-DEC,3,5:00
Polyana Viana,WEIGHT: 115 lbs.,"Polyana Viana

Maia Stevenson",WIN,SUB,1,3:50
Vitor Vianna,WEIGHT: 205 lbs.,,,,,
Vitor Vianna,WEIGHT: 205 lbs.,"Vitor Vianna

Thiago Silva",LOSS,KO/TKO,1,0:58
James Vick,WEIGHT: 155 lbs.,,,,,
James Vick,WEIGHT: 155 lbs.,"James Vick

Niko Price",LOSS,KO/TKO,1,1:44
James Vick,WEIGHT: 155 lbs.,"James Vick

Dan Hooker",LOSS,KO/TKO,1,2:33
James Vick,WEIGHT: 155 lbs.,"James Vick

Paul Felder",LOSS,U-DEC,3,5:00
James Vick,WEIGHT: 155 lbs.,"James Vick

Justin Gaethje",LOSS,KO/TKO,1,1:27
James Vick,WEIGHT: 155 lbs.,"James Vick

Francisco Trinaldo",WIN,U-DEC,3,5:00
James Vick,WEIGHT: 155 lbs.,"James Vick

Joe Duffy",WIN,KO/TKO,2,4:59
James Vick,WEIGHT: 155 lbs.,"James Vick

Marco Polo Reyes",WIN,KO/TKO,1,2:39
James Vick,WEIGHT: 155 lbs.,"James Vick

Abel Trujillo",WIN,SUB,3,0:49
James Vick,WEIGHT: 155 lbs.,"James Vick

Beneil Dariush",LOSS,KO/TKO,1,4:16
James Vick,WEIGHT: 155 lbs.,"James Vick

Glaico Franca Moreira",WIN,U-DEC,3,5:00
James Vick,WEIGHT: 155 lbs.,"James Vick

Jake Matthews",WIN,SUB ,1,4:53
James Vick,WEIGHT: 155 lbs.,"James Vick

Nick Hein",WIN,U-DEC,3,5:00
James Vick,WEIGHT: 155 lbs.,"James Vick

Valmir Lazaro",WIN,U-DEC,3,5:00
James Vick,WEIGHT: 155 lbs.,"James Vick

Ramsey Nijem",WIN,SUB,1,0:58
Tamires Vidal,WEIGHT: 135 lbs.,,,,,
Tamires Vidal,WEIGHT: 135 lbs.,"Tamires Vidal

Ramona Pascual",WIN,KO/TKO ,1,3:06
Milton Vieira,WEIGHT: 145 lbs.,,,,,
Milton Vieira,WEIGHT: 145 lbs.,"Milton Vieira

Godofredo Pepey",LOSS,S-DEC,3,5:00
Milton Vieira,WEIGHT: 145 lbs.,"Milton Vieira

Felipe Arantes",DRAW,S-DEC,3,5:00
Milton Vieira,WEIGHT: 145 lbs.,"Milton Vieira

Sterling Ford",WIN,SUB,1,4:49
Milton Vieira,WEIGHT: 145 lbs.,"Milton Vieira

Hayato Sakurai",LOSS,U-DEC,2,5:00
Reginaldo Vieira,WEIGHT: 135 lbs.,,,,,
Reginaldo Vieira,WEIGHT: 135 lbs.,"Reginaldo Vieira

Aiemann Zahabi",LOSS,U-DEC,3,5:00
Reginaldo Vieira,WEIGHT: 135 lbs.,"Reginaldo Vieira

Marco Beltran",LOSS,SUB,2,3:04
Reginaldo Vieira,WEIGHT: 135 lbs.,"Reginaldo Vieira

Dileno Lopes",WIN,U-DEC,3,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,,,,,
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Raquel Pennington",LOSS,S-DEC,3,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Holly Holm",WIN,S-DEC,5,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Miesha Tate",WIN,U-DEC,5,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Yana Santos",LOSS,U-DEC,3,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Sijara Eubanks",WIN,U-DEC,3,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Irene Aldana",LOSS,KO/TKO,1,4:51
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Cat Zingano",WIN,S-DEC,3,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Sara McMann",WIN,SUB,2,4:16
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Ashlee Evans-Smith",WIN,U-DEC,3,5:00
Ketlen Vieira,WEIGHT: 135 lbs.,"Ketlen Vieira

Kelly Faszholz",WIN,S-DEC,3,5:00
Rodolfo Vieira,WEIGHT: 185 lbs.,,,,,
Rodolfo Vieira,WEIGHT: 185 lbs.,"Rodolfo Vieira

Cody Brundage",NEXT,,,
Rodolfo Vieira,WEIGHT: 185 lbs.,"Rodolfo Vieira

Chris Curtis",LOSS,U-DEC,3,5:00
Rodolfo Vieira,WEIGHT: 185 lbs.,"Rodolfo Vieira

Dustin Stoltzfus",WIN,SUB ,3,1:54
Rodolfo Vieira,WEIGHT: 185 lbs.,"Rodolfo Vieira

Anthony Hernandez",LOSS,SUB,2,1:53
Rodolfo Vieira,WEIGHT: 185 lbs.,"Rodolfo Vieira

Saparbeg Safarov",WIN,SUB,1,2:58
Rodolfo Vieira,WEIGHT: 185 lbs.,"Rodolfo Vieira

Oskar Piechota",WIN,SUB,2,4:26
Steve Vigneault,WEIGHT: 185 lbs.,,,,,
Steve Vigneault,WEIGHT: 185 lbs.,"Steve Vigneault

Mike Swick",LOSS,SUB,1,2:09
Steve Vigneault,WEIGHT: 185 lbs.,"Steve Vigneault

Patrick Cote",LOSS,KO/TKO,1,1:30
Alejandro Villalobos,WEIGHT: 145 lbs.,,,,,
DeMarco Villalona,WEIGHT: 185 lbs.,,,,,
Gian Villante,WEIGHT: 230 lbs.,,,,,
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Chris Barnett",LOSS,KO/TKO,2,2:23
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Jake Collier",LOSS,U-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Maurice Greene",LOSS,SUB,3,3:44
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Michal Oleksiejczuk",LOSS,KO/TKO,1,1:34
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Ed Herman",WIN,S-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Sam Alvey",LOSS,S-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Francimar Barroso",WIN,S-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Patrick Cummins",LOSS,S-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Mauricio Rua",LOSS,KO/TKO,3,0:59
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Saparbeg Safarov",WIN,KO/TKO ,2,2:54
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Ilir Latifi",LOSS,U-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Anthony Perosh",WIN,KO/TKO,1,2:56
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Tom Lawlor",LOSS,KO/TKO,2,0:27
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Corey Anderson",WIN,KO/TKO ,3,4:18
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Sean O'Connell",WIN,S-DEC ,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Fabio Maldonado",LOSS,U-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Cody Donovan",WIN,KO/TKO,2,1:22
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Ovince Saint Preux",LOSS,M-DEC,3,0:33
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Derrick Mehmen",WIN,U-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Trevor Smith",WIN,KO/TKO,1,1:05
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Keith Berry",WIN,U-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Lorenz Larkin",LOSS,U-DEC,3,5:00
Gian Villante,WEIGHT: 230 lbs.,"Gian Villante

Chad Griggs",LOSS,KO/TKO,1,2:49
Ike Villanueva,WEIGHT: 205 lbs.,,,,,
Ike Villanueva,WEIGHT: 205 lbs.,"Ike Villanueva

Tyson Pedro",LOSS,KO/TKO,1,4:55
Ike Villanueva,WEIGHT: 205 lbs.,"Ike Villanueva

Nicolae Negumereanu",LOSS,KO/TKO,1,1:18
Ike Villanueva,WEIGHT: 205 lbs.,"Ike Villanueva

Marcin Prachnio",LOSS,KO/TKO,2,0:56
Ike Villanueva,WEIGHT: 205 lbs.,"Ike Villanueva

Vinicius Moreira",WIN,KO/TKO,2,0:39
Ike Villanueva,WEIGHT: 205 lbs.,"Ike Villanueva

Jordan Wright",LOSS,KO/TKO,1,1:31
Ike Villanueva,WEIGHT: 205 lbs.,"Ike Villanueva

Chase Sherman",LOSS,KO/TKO,2,0:49
Ruben Villareal,WEIGHT: 265 lbs.,,,,,
Ruben Villareal,WEIGHT: 265 lbs.,"Ruben Villareal

Paul Buentello",LOSS,KO/TKO,2,3:57
Ruben Villareal,WEIGHT: 265 lbs.,"Ruben Villareal

Bas Rutten",LOSS,KO/TKO,1,3:24
Armando Villarreal,WEIGHT: 135 lbs.,,,,,
Armando Villarreal,WEIGHT: 135 lbs.,"Armando Villarreal

Ode Osbourne",LOSS,SUB,1,4:39
Pablo Villaseca,WEIGHT: 155 lbs.,,,,,
Joey Villasenor,WEIGHT: 185 lbs.,,,,,
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Jacare Souza",LOSS,U-DEC,3,5:00
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Evangelista Santos",WIN,S-DEC,3,5:00
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Phil Baroni",WIN,KO/TKO,1,1:11
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Ryan Jensen",WIN,KO/TKO,1,4:45
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Murilo Rua",LOSS,KO/TKO,2,1:05
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Robbie Lawler",LOSS,KO/TKO,1,0:22
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Ryo Chonan",LOSS,S-DEC,2,5:00
Joey Villasenor,WEIGHT: 185 lbs.,"Joey Villasenor

Jermaine Andre",LOSS,KO/TKO,1,0:21
Danillo Villefort,WEIGHT: 185 lbs.,,,,,
Danillo Villefort,WEIGHT: 185 lbs.,"Danillo Villefort

Nate James",LOSS,U-DEC,3,5:00
Danillo Villefort,WEIGHT: 185 lbs.,"Danillo Villefort

Jesse Lennox",LOSS,KO/TKO,3,3:37
Danillo Villefort,WEIGHT: 185 lbs.,"Danillo Villefort

Mike Campbell",WIN,KO/TKO,1,3:53
Yuri Villefort,WEIGHT: 170 lbs.,,,,,
Yuri Villefort,WEIGHT: 170 lbs.,"Yuri Villefort

Sean Spencer",LOSS,S-DEC,3,5:00
Yuri Villefort,WEIGHT: 170 lbs.,"Yuri Villefort

Nah-Shon Burrell",LOSS,U-DEC,3,5:00
Yuri Villefort,WEIGHT: 170 lbs.,"Yuri Villefort

Quinn Mulhern",LOSS,S-DEC,3,5:00
Marcos Vinicius,WEIGHT: 125 lbs.,,,,,
