Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Marina Rodriguez,115 lbs.,Mackenzie Dern,WIN,U-DEC ,5.0,5:00,Decision,Marina Rodriguez Decision Win,Marina Rodriguez Decision Win
Marion Reneau,135 lbs.,Raquel Pennington,LOSS,U-DEC,3.0,5:00,Decision,Raquel Pennington Decision Win,Raquel Pennington Decision Win
Mark Bocek,155 lbs.,John Alessio,WIN,U-DEC,3.0,5:00,Decision,Mark Bocek Decision Win,Mark Bocek Decision Win
Mark Coleman,205 lbs.,Pete Williams,LOSS,KO/TKO,2.0,0:38,KO,Pete Williams KO Win,Mark Coleman KO Win
Mark Hominick,145 lbs.,Chan Sung Jung,LOSS,KO/TKO,1.0,0:07,KO,Chan Sung Jung KO Win,Mark Hominick KO Win
Mark Hunt,265 lbs.,Cheick Kongo,WIN,KO/TKO,1.0,2:11,KO,Mark Hunt KO Win,Cheick Kongo KO Win
Mark Kerr,266 lbs.,Igor Vovchanchyn,LOSS,U-DEC,2.0,10:00,Decision,Igor Vovchanchyn Decision Win,Igor Vovchanchyn KO Win
Mark Munoz,185 lbs.,Lyoto Machida,LOSS,KO/TKO,1.0,3:10,KO,Lyoto Machida KO Win,Mark Munoz KO Win
Marlon Moraes,135 lbs.,Rob Font,LOSS,KO/TKO,1.0,3:47,KO,Rob Font KO Win,Rob Font KO Win
Marlon Vera,135 lbs.,Brian Kelleher,WIN,SUB,1.0,2:18,Submission,Marlon Vera Submission Win,Brian Kelleher Decision Win
Martin Kampmann,170 lbs.,Jake Shields,LOSS,S-DEC,3.0,5:00,Decision,Jake Shields Decision Win,Jake Shields Decision Win
Marvin Vettori,185 lbs.,Israel Adesanya,LOSS,U-DEC,5.0,5:00,Decision,Israel Adesanya Decision Win,Israel Adesanya Decision Win
Maryna Moroz,125 lbs.,Mayra Bueno Silva,WIN,U-DEC ,3.0,5:00,Decision,Maryna Moroz Decision Win,Mayra Bueno Silva Submission Win
Matt Brown,170 lbs.,Jordan Mein,WIN,KO/TKO ,2.0,1:00,KO,Matt Brown KO Win,Matt Brown KO Win
Matt Hamill,205 lbs.,Quinton Jackson,LOSS,U-DEC,3.0,5:00,Decision,Quinton Jackson Decision Win,Quinton Jackson KO Win
Matt Hughes,170 lbs.,Renato Verissimo,WIN,U-DEC,3.0,5:00,Decision,Matt Hughes Decision Win,Matt Hughes KO Win
Matt Lindland,185 lbs.,Vitor Belfort,LOSS,KO/TKO,1.0,0:37,KO,Vitor Belfort KO Win,Vitor Belfort KO Win
Matt Mitrione,265 lbs.,Derrick Lewis,WIN,KO/TKO,1.0,0:41,KO,Matt Mitrione KO Win,Matt Mitrione KO Win
Matt Schnell,125 lbs.,Brandon Royval,LOSS,SUB ,1.0,2:14,Submission,Brandon Royval Submission Win,Brandon Royval KO Win
Matt Serra,170 lbs.,Georges St-Pierre,LOSS,KO/TKO,2.0,4:45,KO,Georges St-Pierre KO Win,Georges St-Pierre Decision Win
Matt Wiman,155 lbs.,Mac Danzig,WIN,U-DEC ,3.0,5:00,Decision,Matt Wiman Decision Win,Matt Wiman Decision Win
Matthew Riddle,170 lbs.,Chris Clements,NC,Overturned ,3.0,2:02,Submission,Chris Clements Submission Win,Matthew Riddle Decision Win
Mauricio Rua,205 lbs.,Rogerio Nogueira,WIN,S-DEC,3.0,5:00,Decision,Mauricio Rua Decision Win,Mauricio Rua KO Win
Max Griffin,170 lbs.,Song Kenan,WIN,KO/TKO ,1.0,2:20,KO,Max Griffin KO Win,Song Kenan Decision Win
Max Holloway,145 lbs.,Akira Corassani,WIN,KO/TKO ,1.0,3:11,KO,Max Holloway KO Win,Max Holloway KO Win
Maximo Blanco,145 lbs.,Mike de la Torre,WIN,KO/TKO,1.0,0:16,KO,Maximo Blanco KO Win,Maximo Blanco Decision Win
Maycee Barber,125 lbs.,Montana De La Rosa,WIN,U-DEC,3.0,5:00,Decision,Maycee Barber Decision Win,Maycee Barber Decision Win
Melvin Guillard,155 lbs.,Rick Davis,WIN,KO/TKO,1.0,1:37,KO,Melvin Guillard KO Win,Melvin Guillard KO Win
Melvin Manhoef,185 lbs.,Tatsuya Mizuno,LOSS,SUB,1.0,7:38,Submission,Tatsuya Mizuno Submission Win,Melvin Manhoef KO Win
Merab Dvalishvili,135 lbs.,Marlon Moraes,WIN,KO/TKO ,2.0,4:25,KO,Merab Dvalishvili KO Win,Merab Dvalishvili Decision Win
Michael Bisping,185 lbs.,Eric Schafer,WIN,KO/TKO,1.0,4:24,KO,Michael Bisping KO Win,Michael Bisping KO Win
Michael Chiesa,170 lbs.,Rafael Dos Anjos,WIN,U-DEC,3.0,5:00,Decision,Michael Chiesa Decision Win,Michael Chiesa Decision Win
Michael Johnson,155 lbs.,Gleison Tibau,WIN,KO/TKO,2.0,1:32,KO,Michael Johnson KO Win,Gleison Tibau Decision Win
Michael McDonald,135 lbs.,Masanori Kanehara,WIN,SUB ,2.0,2:09,Submission,Michael McDonald Submission Win,Masanori Kanehara Decision Win
Michal Oleksiejczuk,185 lbs.,Dustin Jacoby,LOSS,U-DEC,3.0,5:00,Decision,Dustin Jacoby Decision Win,Michal Oleksiejczuk KO Win
Michel Prazeres,170 lbs.,Zak Cummings,WIN,S-DEC,3.0,5:00,Decision,Michel Prazeres Decision Win,Michel Prazeres Decision Win
Michelle Waterson-Gomez,115 lbs.,Angela Hill,WIN,S-DEC ,5.0,5:00,Decision,Michelle Waterson-Gomez Decision Win,Angela Hill Decision Win
Michihiro Omigawa,145 lbs.,Iuri Alcantara,LOSS,U-DEC,3.0,5:00,Decision,Iuri Alcantara Decision Win,Iuri Alcantara Decision Win
Mickey Gall,170 lbs.,Jordan Williams,WIN,SUB,1.0,2:57,Submission,Mickey Gall Submission Win,Mickey Gall Submission Win
Miesha Tate,125 lbs.,Raquel Pennington,LOSS,U-DEC,3.0,5:00,Decision,Raquel Pennington Decision Win,Raquel Pennington Decision Win
Miguel Torres,135 lbs.,Demetrious Johnson,LOSS,U-DEC,3.0,5:00,Decision,Demetrious Johnson Decision Win,Demetrious Johnson Decision Win
Mike Brown,145 lbs.,Rani Yahya,LOSS,U-DEC,3.0,5:00,Decision,Rani Yahya Decision Win,Mike Brown Decision Win
Mike Kyle,205 lbs.,Marcos Rogerio de Lima,WIN,U-DEC,3.0,5:00,Decision,Mike Kyle Decision Win,Marcos Rogerio de Lima KO Win
Mike Perry,170 lbs.,Geoff Neal,LOSS,KO/TKO,1.0,1:30,KO,Geoff Neal KO Win,Geoff Neal Decision Win
Mike Pierce,170 lbs.,Seth Baczynski,WIN,U-DEC,3.0,5:00,Decision,Mike Pierce Decision Win,Mike Pierce KO Win
Mike Pyle,170 lbs.,Ricardo Almeida,WIN,U-DEC,3.0,5:00,Decision,Mike Pyle Decision Win,Ricardo Almeida Decision Win
Mike Swick,170 lbs.,Jonathan Goulet,WIN,KO/TKO,1.0,0:33,KO,Mike Swick KO Win,Mike Swick KO Win
Mirko Filipovic,230 lbs.,Frank Mir,LOSS,KO/TKO,3.0,4:02,KO,Frank Mir KO Win,Mirko Filipovic KO Win
Mirsad Bektic,145 lbs.,Josh Emmett,LOSS,KO/TKO,1.0,4:25,KO,Josh Emmett KO Win,Josh Emmett Decision Win
Misha Cirkunov,205 lbs.,Krzysztof Jotko,LOSS,S-DEC,3.0,5:00,Decision,Krzysztof Jotko Decision Win,Krzysztof Jotko Decision Win
Mitsuhiro Ishida,154 lbs.,Gilbert Melendez,LOSS,KO/TKO,3.0,3:56,KO,Gilbert Melendez KO Win,Mitsuhiro Ishida Decision Win
Molly McCann,125 lbs.,Luana Carolina,WIN,KO/TKO ,3.0,1:52,KO,Molly McCann KO Win,Luana Carolina Decision Win
Montana De La Rosa,125 lbs.,Ariane Lipski,WIN,KO/TKO,2.0,4:27,KO,Montana De La Rosa KO Win,Ariane Lipski Decision Win
Muhammed Lawal,205 lbs.,Rafael Cavalcante,LOSS,KO/TKO,3.0,1:14,KO,Rafael Cavalcante KO Win,Muhammed Lawal KO Win
Murilo Bustamante,183 lbs.,Dan Henderson,LOSS,S-DEC,2.0,5:00,Decision,Dan Henderson Decision Win,Dan Henderson Decision Win
Murilo Rua,185 lbs.,Paulo Filho,LOSS,U-DEC,2.0,5:00,Decision,Paulo Filho Decision Win,Paulo Filho Submission Win
Myles Jury,145 lbs.,Ricky Glenn,WIN,U-DEC,3.0,5:00,Decision,Myles Jury Decision Win,Myles Jury Decision Win
Nam Phan,135 lbs.,Dennis Siver,LOSS,U-DEC,3.0,5:00,Decision,Dennis Siver Decision Win,Dennis Siver Decision Win
Nasrat Haqparast,155 lbs.,Dan Hooker,LOSS,U-DEC,3.0,5:00,Decision,Dan Hooker Decision Win,Nasrat Haqparast Decision Win
Nate Diaz,170 lbs.,Hermes Franca,LOSS,SUB,2.0,2:46,Submission,Hermes Franca Submission Win,Hermes Franca Decision Win
Nate Marquardt,185 lbs.,Demian Maia,WIN,KO/TKO ,1.0,0:21,KO,Nate Marquardt KO Win,Demian Maia Decision Win
Nate Quarry,185 lbs.,Jason MacDonald,WIN,KO/TKO,1.0,2:27,KO,Nate Quarry KO Win,Nate Quarry KO Win
Neil Magny,170 lbs.,Lorenz Larkin,LOSS,KO/TKO,1.0,4:08,KO,Lorenz Larkin KO Win,Neil Magny Decision Win
Nick Diaz,170 lbs.,Katsuya Inoue,WIN,KO/TKO,1.0,6:45,KO,Nick Diaz KO Win,Nick Diaz KO Win
Nicolas Dalby,170 lbs.,Tim Means,LOSS,U-DEC,3.0,5:00,Decision,Tim Means Decision Win,Nicolas Dalby Decision Win
Nik Lentz,145 lbs.,Diego Nunes,WIN,U-DEC,3.0,5:00,Decision,Nik Lentz Decision Win,Diego Nunes Decision Win
Nikita Krylov,205 lbs.,Glover Teixeira,LOSS,S-DEC,3.0,5:00,Decision,Glover Teixeira Decision Win,Glover Teixeira Submission Win
Niko Price,170 lbs.,Donald Cerrone,NC,Overturned,3.0,5:00,Submission,Donald Cerrone Submission Win,Donald Cerrone KO Win
Nordine Taleb,170 lbs.,Sean Strickland,LOSS,KO/TKO,2.0,3:10,KO,Sean Strickland KO Win,Nordine Taleb Decision Win
Oleg Taktarov,210 lbs.,Marco Ruas,WIN,U-DEC,1.0,18:00,Decision,Oleg Taktarov Decision Win,Oleg Taktarov Submission Win
Olivier Aubin-Mercier,155 lbs.,Alexander Hernandez,LOSS,U-DEC,3.0,5:00,Decision,Alexander Hernandez Decision Win,Alexander Hernandez Decision Win
Omari Akhmedov,185 lbs.,Ian Heinisch,WIN,U-DEC,3.0,5:00,Decision,Omari Akhmedov Decision Win,Omari Akhmedov Decision Win
Ovince Saint Preux,205 lbs.,Volkan Oezdemir,LOSS,S-DEC,3.0,5:00,Decision,Volkan Oezdemir Decision Win,Ovince Saint Preux KO Win
Pat Barry,235 lbs.,Shane del Rosario,WIN,KO/TKO ,2.0,0:26,KO,Pat Barry KO Win,Pat Barry KO Win
Pat Healy,155 lbs.,Khabib Nurmagomedov,LOSS,U-DEC,3.0,5:00,Decision,Khabib Nurmagomedov Decision Win,Khabib Nurmagomedov Decision Win
Pat Miletich,170 lbs.,Carlos Newton,LOSS,SUB,3.0,2:50,Submission,Carlos Newton Submission Win,Pat Miletich Decision Win
Patrick Cote,170 lbs.,Ricardo Almeida,WIN,S-DEC,3.0,5:00,Decision,Patrick Cote Decision Win,Ricardo Almeida Decision Win
Patrick Cummins,205 lbs.,Gian Villante,WIN,S-DEC,3.0,5:00,Decision,Patrick Cummins Decision Win,Gian Villante KO Win
Paul Buentello,245 lbs.,Kiril Sidelnikov,WIN,KO/TKO,3.0,4:18,KO,Paul Buentello KO Win,Paul Buentello KO Win
Paul Craig,205 lbs.,Jamahal Hill,WIN,KO/TKO ,1.0,1:59,KO,Paul Craig KO Win,Jamahal Hill KO Win
Paul Daley,170 lbs.,Nick Diaz,LOSS,KO/TKO,1.0,4:57,KO,Nick Diaz KO Win,Paul Daley KO Win
Paul Felder,155 lbs.,James Vick,WIN,U-DEC,3.0,5:00,Decision,Paul Felder Decision Win,James Vick Decision Win
Paulo Filho,185 lbs.,Chael Sonnen,WIN,SUB,2.0,4:55,Submission,Paulo Filho Submission Win,Paulo Filho Submission Win
Paulo Thiago,170 lbs.,Brandon Thatch,LOSS,KO/TKO,1.0,2:10,KO,Brandon Thatch KO Win,Paulo Thiago Submission Win
Pedro Munhoz,135 lbs.,Jose Aldo,LOSS,U-DEC,3.0,5:00,Decision,Jose Aldo Decision Win,Jose Aldo Decision Win
Pedro Rizzo,241 lbs.,Vladimir Matyushenko,LOSS,U-DEC,3.0,5:00,Decision,Vladimir Matyushenko Decision Win,Pedro Rizzo KO Win
Peter Sobotta,170 lbs.,Ben Saunders,WIN,KO/TKO,2.0,2:29,KO,Peter Sobotta KO Win,Ben Saunders Decision Win
Petr Yan,135 lbs.,Aljamain Sterling,LOSS,S-DEC,5.0,5:00,Decision,Aljamain Sterling Decision Win,Aljamain Sterling Decision Win
Phil Baroni,170 lbs.,Joe Riggs,LOSS,U-DEC,3.0,5:00,Decision,Joe Riggs Decision Win,Phil Baroni KO Win
Phil Davis,205 lbs.,Anthony Johnson,LOSS,U-DEC,3.0,5:00,Decision,Anthony Johnson Decision Win,Phil Davis Submission Win
Quinton Jackson,205 lbs.,Masaaki Satake,WIN,KO/TKO,1.0,7:07,KO,Quinton Jackson KO Win,Quinton Jackson Decision Win
Rafael Cavalcante,205 lbs.,Igor Pokrajac,WIN,KO/TKO,1.0,1:18,KO,Rafael Cavalcante KO Win,Rafael Cavalcante KO Win
Rafael Dos Anjos,155 lbs.,Donald Cerrone,WIN,KO/TKO ,1.0,1:06,KO,Rafael Dos Anjos KO Win,Rafael Dos Anjos Decision Win
Rafael Natal,185 lbs.,Kevin Casey,WIN,KO/TKO,3.0,3:37,KO,Rafael Natal KO Win,Rafael Natal KO Win
Rameau Thierry Sokoudjou,205 lbs.,Bob Sapp,WIN,KO/TKO,1.0,1:31,KO,Rameau Thierry Sokoudjou KO Win,Bob Sapp KO Win
Ramsey Nijem,155 lbs.,Beneil Dariush,WIN,KO/TKO ,1.0,4:20,KO,Ramsey Nijem KO Win,Beneil Dariush KO Win
Randa Markos,115 lbs.,Claudia Gadelha,LOSS,U-DEC,3.0,5:00,Decision,Claudia Gadelha Decision Win,Claudia Gadelha Decision Win
Randy Brown,170 lbs.,Jared Gooden,WIN,U-DEC,3.0,5:00,Decision,Randy Brown Decision Win,Randy Brown Decision Win
Randy Couture,205 lbs.,Chuck Liddell,WIN,KO/TKO,3.0,2:39,KO,Randy Couture KO Win,Chuck Liddell KO Win
Rani Yahya,135 lbs.,Mike Brown,WIN,U-DEC,3.0,5:00,Decision,Rani Yahya Decision Win,Mike Brown Decision Win
Raphael Assuncao,135 lbs.,TJ Dillashaw,WIN,S-DEC ,3.0,5:00,Decision,Raphael Assuncao Decision Win,Raphael Assuncao Decision Win
Raquel Pennington,135 lbs.,Pannie Kianzad,WIN,U-DEC,3.0,5:00,Decision,Raquel Pennington Decision Win,Pannie Kianzad Decision Win
Rashad Evans,205 lbs.,Sean Salmon,WIN,KO/TKO ,2.0,1:06,KO,Rashad Evans KO Win,Rashad Evans KO Win
Ray Borg,135 lbs.,Gabriel Silva,WIN,U-DEC,3.0,5:00,Decision,Ray Borg Decision Win,Ray Borg Decision Win
Renan Barao,145 lbs.,Brian Kelleher,LOSS,U-DEC,3.0,5:00,Decision,Brian Kelleher Decision Win,Renan Barao Submission Win
Renato Moicano,155 lbs.,Jai Herbert,WIN,SUB,2.0,4:34,Submission,Renato Moicano Submission Win,Renato Moicano Submission Win
Renato Sobral,205 lbs.,Rameau Thierry Sokoudjou,WIN,SUB,2.0,2:36,Submission,Renato Sobral Submission Win,Rameau Thierry Sokoudjou KO Win
Renzo Gracie,185 lbs.,BJ Penn,LOSS,U-DEC,3.0,5:00,Decision,BJ Penn Decision Win,Renzo Gracie Decision Win
Ricardo Almeida,170 lbs.,Matt Hughes,LOSS,SUB,1.0,3:15,Submission,Matt Hughes Submission Win,Ricardo Almeida Decision Win
Ricardo Arona,205 lbs.,Wanderlei Silva,LOSS,S-DEC,3.0,5:00,Decision,Wanderlei Silva Decision Win,Wanderlei Silva KO Win
Ricardo Lamas,145 lbs.,James Krause,WIN,U-DEC,3.0,5:00,Decision,Ricardo Lamas Decision Win,Ricardo Lamas Decision Win
Ricardo Ramos,145 lbs.,Bill Algeo,WIN,U-DEC,3.0,5:00,Decision,Ricardo Ramos Decision Win,Ricardo Ramos Decision Win
Ricco Rodriguez,265 lbs.,Jimmy Ambriz,WIN,KO/TKO,1.0,4:13,KO,Ricco Rodriguez KO Win,Ricco Rodriguez KO Win
Rich Clementi,155 lbs.,Gray Maynard,LOSS,U-DEC,3.0,5:00,Decision,Gray Maynard Decision Win,Gray Maynard Decision Win
Rich Franklin,185 lbs.,Nate Quarry,WIN,KO/TKO,1.0,2:34,KO,Rich Franklin KO Win,Nate Quarry KO Win
Rick Story,170 lbs.,Leonardo Mafra,WIN,SUB,2.0,2:12,Submission,Rick Story Submission Win,Rick Story KO Win
Ricky Simon,135 lbs.,Brian Kelleher,WIN,U-DEC,3.0,5:00,Decision,Ricky Simon Decision Win,Ricky Simon Submission Win
Roan Carneiro,170 lbs.,Derek Brunson,LOSS,KO/TKO,1.0,2:38,KO,Derek Brunson KO Win,Derek Brunson Decision Win
Rob Font,135 lbs.,Cody Garbrandt,WIN,U-DEC,5.0,5:00,Decision,Rob Font Decision Win,Rob Font KO Win
Rob McCullough,155 lbs.,Marcus Hicks,WIN,M-DEC,3.0,5:00,Decision,Rob McCullough Decision Win,Marcus Hicks Submission Win
Robbie Lawler,170 lbs.,Nick Diaz,LOSS,KO/TKO,2.0,1:31,KO,Nick Diaz KO Win,Robbie Lawler KO Win
Robert Whittaker,185 lbs.,Jared Cannonier,WIN,U-DEC,3.0,5:00,Decision,Robert Whittaker Decision Win,Robert Whittaker Decision Win
Roger Bowling,155 lbs.,Anthony Njokuani,LOSS,KO/TKO,2.0,2:52,KO,Anthony Njokuani KO Win,Anthony Njokuani KO Win
Rogerio Nogueira,205 lbs.,Kazushi Sakuraba,WIN,U-DEC,3.0,5:00,Decision,Rogerio Nogueira Decision Win,Rogerio Nogueira KO Win
Ron Waterman,280 lbs.,Ricco Rodriguez,WIN,U-DEC,3.0,5:00,Decision,Ron Waterman Decision Win,Ricco Rodriguez KO Win
Ronda Rousey,135 lbs.,Bethe Correia,WIN,KO/TKO ,1.0,0:34,KO,Ronda Rousey KO Win,Ronda Rousey Submission Win
Rory MacDonald,170 lbs.,Tarec Saffiedine,WIN,KO/TKO ,3.0,1:28,KO,Rory MacDonald KO Win,Rory MacDonald Decision Win
Rose Namajunas,115 lbs.,Zhang Weili,WIN,KO/TKO ,1.0,1:18,KO,Rose Namajunas KO Win,Zhang Weili Decision Win
Ross Pearson,155 lbs.,Cub Swanson,LOSS,KO/TKO,2.0,4:14,KO,Cub Swanson KO Win,Cub Swanson Decision Win
Rousimar Palhares,170 lbs.,Mike Massenzio,WIN,SUB ,1.0,1:03,Submission,Rousimar Palhares Submission Win,Rousimar Palhares Submission Win
Roxanne Modafferi,125 lbs.,Andrea Lee,WIN,U-DEC,3.0,5:00,Decision,Roxanne Modafferi Decision Win,Andrea Lee Decision Win
Roy Nelson,263 lbs.,Frank Mir,LOSS,U-DEC,3.0,5:00,Decision,Frank Mir Decision Win,Roy Nelson KO Win
Royce Gracie,175 lbs.,Kazushi Sakuraba,LOSS,KO/TKO,6.0,15:00,KO,Kazushi Sakuraba KO Win,Royce Gracie Submission Win
Rustam Khabilov,155 lbs.,Kajan Johnson,WIN,S-DEC,3.0,5:00,Decision,Rustam Khabilov Decision Win,Rustam Khabilov Decision Win
Ryan Bader,205 lbs.,Rashad Evans,WIN,U-DEC,3.0,5:00,Decision,Ryan Bader Decision Win,Ryan Bader Decision Win
Ryan LaFlare,170 lbs.,Alex Oliveira,LOSS,KO/TKO,2.0,1:50,KO,Alex Oliveira KO Win,Ryan LaFlare Decision Win
Ryan Spann,205 lbs.,Ion Cutelaba,WIN,SUB ,1.0,2:22,Submission,Ryan Spann Submission Win,Ryan Spann KO Win
Ryo Chonan,170 lbs.,Brad Blackburn,LOSS,U-DEC,3.0,5:00,Decision,Brad Blackburn Decision Win,Brad Blackburn Decision Win
Sam Alvey,185 lbs.,Thales Leites,LOSS,U-DEC,3.0,5:00,Decision,Thales Leites Decision Win,Thales Leites Decision Win
Sam Sicilia,145 lbs.,Dooho Choi,LOSS,KO/TKO,1.0,1:33,KO,Dooho Choi KO Win,Sam Sicilia KO Win
Sam Stout,155 lbs.,Cody McKenzie,WIN,U-DEC,3.0,5:00,Decision,Sam Stout Decision Win,Sam Stout Decision Win
Santiago Ponzinibbio,170 lbs.,Geoff Neal,LOSS,S-DEC,3.0,5:00,Decision,Geoff Neal Decision Win,Geoff Neal KO Win
Sara McMann,135 lbs.,Marion Reneau,LOSS,SUB,2.0,3:40,Submission,Marion Reneau Submission Win,Sara McMann Decision Win
Sarah Kaufman,135 lbs.,Leslie Smith,WIN,U-DEC,3.0,5:00,Decision,Sarah Kaufman Decision Win,Sarah Kaufman Decision Win
Scott Holtzman,155 lbs.,Beneil Dariush,LOSS,KO/TKO,1.0,4:38,KO,Beneil Dariush KO Win,Beneil Dariush Decision Win
Scott Jorgensen,135 lbs.,Frank Gomez,WIN,SUB,1.0,1:09,Submission,Scott Jorgensen Submission Win,Scott Jorgensen Decision Win
Scott Smith,185 lbs.,Cung Le,LOSS,KO/TKO,2.0,1:46,KO,Cung Le KO Win,Cung Le KO Win
Sean O'Malley,135 lbs.,Raulian Paiva,WIN,KO/TKO ,1.0,4:42,KO,Sean O'Malley KO Win,Sean O'Malley KO Win
Sean Sherk,155 lbs.,Tyson Griffin,WIN,U-DEC ,3.0,5:00,Decision,Sean Sherk Decision Win,Sean Sherk Decision Win
Sean Strickland,185 lbs.,Brendan Allen,WIN,KO/TKO ,2.0,1:32,KO,Sean Strickland KO Win,Brendan Allen Submission Win
Semmy Schilt,265 lbs.,Gan McGee,WIN,SUB,1.0,5:02,Submission,Semmy Schilt Submission Win,Semmy Schilt KO Win
Sergei Kharitonov,245 lbs.,Jeff Monson,LOSS,SUB,1.0,1:42,Submission,Jeff Monson Submission Win,Sergei Kharitonov KO Win
Serghei Spivac,260 lbs.,Greg Hardy,WIN,KO/TKO,1.0,2:16,KO,Serghei Spivac KO Win,Greg Hardy KO Win
Sergio Moraes,170 lbs.,Ben Saunders,WIN,SUB,2.0,4:42,Submission,Sergio Moraes Submission Win,Sergio Moraes KO Win
Sergio Pettis,125 lbs.,Joseph Benavidez,WIN,S-DEC,3.0,5:00,Decision,Sergio Pettis Decision Win,Sergio Pettis Decision Win
Seth Baczynski,170 lbs.,Thiago Alves,LOSS,U-DEC ,3.0,5:00,Decision,Thiago Alves Decision Win,Thiago Alves KO Win
Shamil Abdurakhimov,235 lbs.,Chris Daukaus,LOSS,KO/TKO,2.0,1:23,KO,Chris Daukaus KO Win,Chris Daukaus KO Win
Shane Burgos,145 lbs.,Edson Barboza,LOSS,KO/TKO ,3.0,1:16,KO,Edson Barboza KO Win,Shane Burgos Decision Win
Shane Roller,155 lbs.,TJ Grant,LOSS,SUB,3.0,2:12,Submission,TJ Grant Submission Win,TJ Grant KO Win
Shawn Jordan,260 lbs.,Jared Cannonier,WIN,KO/TKO ,1.0,2:57,KO,Shawn Jordan KO Win,Shawn Jordan KO Win
Shinya Aoki,154 lbs.,Jason Black,WIN,SUB,1.0,1:58,Submission,Shinya Aoki Submission Win,Shinya Aoki Submission Win
Sijara Eubanks,125 lbs.,Pannie Kianzad,LOSS,U-DEC,3.0,5:00,Decision,Pannie Kianzad Decision Win,Pannie Kianzad Decision Win
Song Yadong,135 lbs.,Julio Arce,WIN,KO/TKO,2.0,1:35,KO,Song Yadong KO Win,Song Yadong Decision Win
Spencer Fisher,155 lbs.,Curt Warburton,WIN,U-DEC,3.0,5:00,Decision,Spencer Fisher Decision Win,Curt Warburton Decision Win
Stefan Struve,265 lbs.,Lavar Johnson,WIN,SUB ,1.0,1:05,Submission,Stefan Struve Submission Win,Lavar Johnson KO Win
Stephan Bonnar,205 lbs.,Krzysztof Soszynski,WIN,KO/TKO ,2.0,3:08,KO,Stephan Bonnar KO Win,Stephan Bonnar KO Win
Stephen Thompson,170 lbs.,Geoff Neal,WIN,U-DEC ,5.0,5:00,Decision,Stephen Thompson Decision Win,Geoff Neal KO Win
Steve Cantwell,185 lbs.,Cyrille Diabate,LOSS,U-DEC,3.0,5:00,Decision,Cyrille Diabate Decision Win,Cyrille Diabate Decision Win
Stevie Ray,155 lbs.,Jessin Ayari,WIN,U-DEC,3.0,5:00,Decision,Stevie Ray Decision Win,Stevie Ray Decision Win
Stipe Miocic,240 lbs.,Alistair Overeem,WIN,KO/TKO ,1.0,4:27,KO,Stipe Miocic KO Win,Stipe Miocic KO Win
TJ Dillashaw,135 lbs.,Raphael Assuncao,WIN,U-DEC,3.0,5:00,Decision,TJ Dillashaw Decision Win,Raphael Assuncao Decision Win
TJ Grant,155 lbs.,Evan Dunham,WIN,U-DEC ,3.0,5:00,Decision,TJ Grant Decision Win,Evan Dunham Decision Win
Tai Tuivasa,264 lbs.,Derrick Lewis,WIN,KO/TKO ,2.0,1:40,KO,Tai Tuivasa KO Win,Tai Tuivasa KO Win
Takanori Gomi,155 lbs.,Mitsuhiro Ishida,WIN,KO/TKO,1.0,1:14,KO,Takanori Gomi KO Win,Mitsuhiro Ishida Decision Win
Takeya Mizugaki,135 lbs.,Aljamain Sterling,LOSS,SUB,3.0,2:11,Submission,Aljamain Sterling Submission Win,Aljamain Sterling Decision Win
Tarec Saffiedine,170 lbs.,Jake Ellenberger,WIN,U-DEC,3.0,5:00,Decision,Tarec Saffiedine Decision Win,Tarec Saffiedine Decision Win
Tatsuya Kawajiri,145 lbs.,Charles Bennett,WIN,SUB,1.0,2:30,Submission,Tatsuya Kawajiri Submission Win,Tatsuya Kawajiri Submission Win
Tecia Torres,115 lbs.,Brianna Fortino,WIN,U-DEC,3.0,5:00,Decision,Tecia Torres Decision Win,Tecia Torres Decision Win
Terry Etim,155 lbs.,Edward Faaloloto,WIN,SUB ,1.0,0:17,Submission,Terry Etim Submission Win,Terry Etim KO Win
Terry Martin,185 lbs.,Vitor Belfort,LOSS,KO/TKO,2.0,3:12,KO,Vitor Belfort KO Win,Vitor Belfort KO Win
Thales Leites,185 lbs.,Drew McFedries,WIN,SUB,1.0,1:18,Submission,Thales Leites Submission Win,Thales Leites Submission Win
Thiago Alves,170 lbs.,Matt Hughes,WIN,KO/TKO,2.0,1:02,KO,Thiago Alves KO Win,Matt Hughes KO Win
Thiago Moises,155 lbs.,Joel Alvarez,LOSS,KO/TKO,1.0,3:01,KO,Joel Alvarez KO Win,Thiago Moises Decision Win
Thiago Santos,205 lbs.,Gerald Meerschaert,WIN,KO/TKO,2.0,2:04,KO,Thiago Santos KO Win,Gerald Meerschaert Submission Win
Thiago Silva,205 lbs.,Keith Jardine,WIN,KO/TKO,1.0,1:35,KO,Thiago Silva KO Win,Thiago Silva KO Win
Thiago Tavares,145 lbs.,Sam Stout,WIN,U-DEC,3.0,5:00,Decision,Thiago Tavares Decision Win,Thiago Tavares Decision Win
Thomas Almeida,145 lbs.,Rob Font,LOSS,KO/TKO,2.0,2:24,KO,Rob Font KO Win,Rob Font KO Win
Tiki Ghosn,170 lbs.,Dave Terrel,LOSS,KO/TKO,2.0,1:46,KO,Dave Terrel KO Win,Dave Terrel KO Win
Tim Boetsch,185 lbs.,Constantinos Philippou,LOSS,KO/TKO,3.0,2:11,KO,Constantinos Philippou KO Win,Tim Boetsch Decision Win
